tick, CC, CD, DC, DD
2627,76,779,56,178
2628,74,804,57,172
2629,81,801,56,180
2630,80,814,59,188
2631,85,817,59,184
2632,85,808,58,187
2633,80,815,62,185
2634,78,810,61,177
2635,76,834,61,172
2636,76,828,67,169
2637,74,853,65,186
2638,71,859,64,184
2639,71,862,71,182
2640,77,868,70,179
2641,72,866,74,183
2642,71,886,75,177
2643,73,911,69,186
2644,73,915,70,188
2645,69,916,70,196
2646,61,912,73,195
2647,63,922,68,196
2648,66,920,72,193
2649,67,930,74,189
2650,65,921,68,193
2651,67,933,67,187
2652,67,936,67,181
2653,64,918,64,179
2654,59,934,66,187
2655,57,934,63,189
2656,55,931,60,197
2657,61,961,60,204
2658,63,958,58,193
2659,63,934,59,190
2660,65,932,55,195
2661,62,928,52,196
2662,58,937,55,197
2663,59,927,63,195
2664,57,931,61,192
2665,56,947,62,197
2666,59,924,64,191
2667,62,927,67,186
2668,69,894,63,181
2669,67,907,68,189
2670,72,907,68,177
2671,74,906,71,187
2672,76,907,73,177
2673,76,896,77,177
2674,73,911,85,175
2675,78,906,76,179
2676,79,890,76,174
2677,78,866,74,163
2678,71,873,68,163
2679,72,897,61,157
2680,66,909,60,154
2681,70,919,61,153
2682,77,933,57,152
2683,74,937,55,148
2684,70,945,62,142
2685,72,951,59,141
2686,76,934,60,141
2687,76,914,61,148
2688,77,940,62,149
2689,69,928,60,147
2690,67,929,57,145
2691,64,926,53,157
2692,61,930,51,163
2693,66,922,46,162
2694,66,920,50,174
2695,66,913,52,171
2696,70,917,51,180
2697,72,911,47,180
2698,73,905,47,177
2699,76,926,42,176
2700,76,940,44,176
2701,78,939,49,168
2702,80,954,53,165
2703,77,944,53,171
2704,77,943,51,176
2705,77,921,55,173
2706,78,896,57,174
2707,75,896,58,175
2708,80,905,58,183
2709,80,912,63,177
2710,82,921,60,176
2711,82,925,62,180
2712,80,920,65,174
2713,79,908,64,175
2714,87,906,69,184
2715,85,915,68,191
2716,83,898,70,189
2717,76,904,70,187
2718,78,880,69,188
2719,88,891,68,190
2720,88,911,66,190
2721,96,919,61,203
2722,96,925,61,200
2723,95,922,64,199
2724,95,921,72,202
2725,92,923,75,197
2726,88,957,75,190
2727,88,967,70,188
2728,88,956,73,184
2729,91,959,74,183
2730,100,973,68,184
2731,96,975,61,189
2732,97,982,60,188
2733,91,1010,62,192
2734,89,1012,60,195
2735,84,1024,58,195
2736,90,1028,62,190
2737,87,1005,65,191
2738,83,969,66,198
2739,84,969,67,188
2740,80,979,64,182
2741,78,985,68,183
2742,76,966,67,181
2743,80,960,59,182
2744,78,962,66,179
2745,81,941,64,164
2746,85,941,61,163
2747,87,954,64,168
2748,90,971,60,170
2749,86,954,56,167
2750,81,958,55,162
2751,79,939,57,157
2752,77,942,56,159
2753,77,942,55,158
2754,79,940,56,162
2755,79,942,54,168
2756,75,911,51,170
2757,73,909,51,169
2758,72,908,51,170
2759,67,915,54,175
2760,65,914,51,175
2761,70,910,49,176
2762,71,921,47,175
2763,68,915,44,176
2764,70,929,41,171
2765,67,930,45,175
2766,66,925,45,169
2767,67,923,42,176
2768,69,923,42,173
2769,73,932,40,172
2770,64,921,36,183
2771,64,925,32,177
2772,63,916,31,181
2773,69,930,31,180
2774,62,938,30,177
2775,65,936,28,180
2776,60,938,26,172
2777,61,937,27,183
2778,64,927,27,188
2779,62,932,30,188
2780,64,944,32,199
2781,58,938,34,198
2782,58,924,37,201
2783,58,912,40,199
2784,54,926,35,193
2785,54,924,34,195
2786,52,943,35,198
2787,56,967,37,194
2788,63,955,38,195
2789,67,948,39,195
2790,60,940,41,204
2791,61,923,42,197
2792,66,925,38,196
2793,68,918,40,195
2794,68,907,45,193
2795,76,916,43,194
2796,81,919,44,195
2797,80,915,46,184
2798,81,919,46,188
2799,72,915,51,188
2800,76,913,50,183
2801,80,907,51,179
2802,79,916,45,194
2803,70,922,48,185
2804,72,914,46,190
2805,74,904,48,187
2806,74,917,51,190
2807,77,915,54,203
2808,81,941,51,206
2809,85,921,53,217
2810,89,905,53,214
2811,86,899,59,219
2812,84,906,56,215
2813,84,937,58,220
2814,83,934,50,225
2815,94,930,49,229
2816,92,948,48,222
2817,92,933,46,218
2818,87,935,48,213
2819,90,915,48,209
2820,90,933,50,208
2821,84,923,50,214
2822,85,898,52,214
2823,87,895,59,214
2824,79,906,57,213
2825,77,890,58,222
2826,81,909,52,217
2827,79,914,51,221
2828,74,921,54,226
2829,70,914,58,224
2830,73,914,56,224
2831,74,927,55,232
2832,76,919,54,229
2833,75,930,56,225
2834,76,910,60,221
2835,74,911,58,215
2836,71,886,57,209
2837,80,896,54,206
2838,81,864,47,196
2839,80,869,48,186
2840,79,885,48,182
2841,82,859,49,186
2842,84,874,50,186
2843,84,871,47,184
2844,81,859,49,182
2845,91,836,50,180
2846,93,833,52,186
2847,100,852,57,189
2848,97,836,51,185
2849,102,850,53,182
2850,97,852,52,185
2851,104,853,53,191
2852,103,840,55,197
2853,98,850,53,205
2854,97,847,56,208
2855,97,856,56,216
2856,97,864,62,213
2857,90,873,61,217
2858,91,881,57,218
2859,89,886,51,210
2860,88,879,54,221
2861,90,880,54,215
2862,91,858,55,202
2863,93,866,60,208
2864,94,848,58,205
2865,99,833,58,198
2866,91,842,59,205
2867,93,836,57,215
2868,88,844,56,216
2869,86,844,55,220
2870,89,842,51,223
2871,83,844,48,232
2872,81,844,50,231
2873,72,818,49,224
2874,70,826,52,222
2875,67,840,54,241
2876,71,869,53,233
2877,68,869,51,238
2878,67,878,54,247
2879,68,885,55,247
2880,66,878,53,244
2881,63,889,52,251
2882,57,895,53,253
2883,58,895,60,238
2884,59,888,59,234
2885,60,903,63,225
2886,64,909,57,235
2887,65,895,60,231
2888,62,889,61,237
2889,59,881,64,236
2890,60,863,55,236
2891,56,875,56,246
2892,56,865,58,232
2893,57,862,60,230
2894,52,851,62,236
2895,52,846,65,227
2896,46,846,57,212
2897,47,848,57,213
2898,47,841,54,220
2899,50,842,60,217
2900,46,834,62,224
2901,40,840,65,224
2902,40,835,64,235
2903,40,847,68,232
2904,38,839,70,240
2905,34,841,71,229
2906,34,853,62,222
2907,35,844,60,222
2908,40,832,58,221
2909,43,847,62,224
2910,47,829,58,232
2911,50,851,57,234
2912,51,835,52,236
2913,53,825,57,234
2914,50,827,60,236
2915,60,833,56,242
2916,63,829,58,239
2917,63,844,62,242
2918,61,841,65,241
2919,58,850,65,235
2920,59,835,62,239
2921,66,874,61,245
2922,61,863,65,242
2923,59,867,74,237
2924,59,865,65,248
2925,60,851,66,257
2926,60,866,66,257
2927,62,865,65,249
2928,60,857,67,253
2929,64,839,67,249
2930,64,842,71,236
2931,67,839,74,222
2932,65,849,71,228
2933,66,836,69,238
2934,67,855,67,242
2935,70,860,71,237
2936,72,869,73,237
2937,77,887,66,246
2938,78,880,63,237
2939,78,860,58,231
2940,77,855,61,224
2941,71,855,60,224
2942,70,852,58,232
2943,74,848,52,225
2944,74,829,55,247
2945,77,845,56,248
2946,78,836,54,241
2947,83,835,55,244
2948,89,824,51,235
2949,92,840,51,249
2950,91,852,59,245
2951,84,847,60,234
2952,84,842,60,227
2953,82,840,57,230
2954,83,838,60,231
2955,79,831,59,223
2956,86,835,60,217
2957,89,813,61,215
2958,84,836,59,223
2959,85,848,58,215
2960,86,858,65,214
2961,84,833,63,217
2962,88,837,61,212
2963,93,820,56,213
2964,89,829,51,212
2965,93,847,47,215
2966,89,842,50,204
2967,82,839,47,207
2968,87,845,47,208
2969,90,840,42,192
2970,92,872,39,198
2971,93,869,39,216
2972,93,866,43,217
2973,90,884,37,224
2974,86,874,42,214
2975,85,878,46,203
2976,79,888,48,210
2977,78,906,50,211
2978,75,895,48,217
2979,73,878,50,214
2980,74,880,51,211
2981,74,886,53,221
2982,72,869,51,208
2983,70,856,57,211
2984,69,873,54,213
2985,66,897,53,218
2986,66,910,53,228
2987,70,908,52,231
2988,73,914,53,223
2989,67,914,53,227
2990,71,920,56,231
2991,72,913,59,225
2992,76,916,57,236
2993,72,912,54,233
2994,75,918,52,232
2995,76,907,56,237
2996,82,897,56,231
2997,80,904,61,222
2998,81,901,65,231
2999,81,913,67,216
3000,86,918,64,215
3001,86,928,70,207
3002,84,923,62,205
3003,87,904,65,215
3004,88,904,66,228
3005,82,897,65,231
3006,86,917,70,223
3007,88,900,69,221
3008,90,881,66,225
3009,85,884,68,231
3010,79,900,67,235
3011,74,905,65,246
3012,85,915,65,251
3013,88,908,61,254
3014,86,910,61,249
3015,90,922,66,254
3016,86,918,63,244
3017,86,910,64,233
3018,87,902,62,240
3019,88,891,63,230
3020,91,886,60,229
3021,90,894,58,228
3022,90,885,60,229
3023,91,896,55,234
3024,92,908,55,236
3025,88,905,52,240
3026,98,910,58,229
3027,95,908,60,226
3028,88,918,56,233
3029,88,927,56,237
3030,95,911,54,245
3031,98,905,57,235
3032,97,919,52,247
3033,104,921,53,239
3034,97,918,53,239
3035,91,922,54,234
3036,88,905,54,225
3037,85,919,57,218
3038,82,931,56,223
3039,83,920,52,217
3040,81,913,54,217
3041,80,933,50,212
3042,79,927,51,217
3043,76,947,48,234
3044,79,952,50,231
3045,80,940,53,242
3046,80,905,48,241
3047,82,901,45,245
3048,78,896,45,247
3049,79,894,48,243
3050,77,873,47,240
3051,88,869,46,242
3052,83,898,41,244
3053,76,908,39,258
3054,78,912,37,252
3055,71,905,38,241
3056,69,897,43,260
3057,72,901,45,263
3058,70,888,46,257
3059,75,885,46,256
3060,74,873,44,259
3061,75,870,44,255
3062,76,886,49,249
3063,82,884,46,259
3064,86,892,46,265
3065,85,899,42,272
3066,79,914,43,280
3067,83,900,40,282
3068,79,909,44,280
3069,80,905,45,284
3070,83,894,48,285
3071,75,909,46,290
3072,73,914,47,287
3073,72,932,47,283
3074,70,957,48,282
3075,70,967,46,273
3076,72,933,45,268
3077,69,923,47,273
3078,64,930,52,268
3079,64,924,53,265
3080,65,931,56,266
3081,60,939,61,260
3082,64,929,60,244
3083,67,927,63,252
3084,64,928,63,260
3085,55,928,62,260
3086,54,941,63,263
3087,54,923,63,259
3088,54,944,58,269
3089,47,942,56,272
3090,48,937,54,286
3091,53,945,50,280
3092,54,936,56,272
3093,61,927,57,276
3094,67,921,57,279
3095,67,913,56,278
3096,71,908,56,272
3097,74,925,58,263
3098,66,938,59,262
3099,65,965,51,259
3100,67,950,43,262
3101,68,936,42,258
3102,67,929,43,257
3103,68,935,46,261
3104,68,916,42,266
3105,65,922,48,261
3106,62,928,44,270
3107,62,947,48,268
3108,63,945,49,268
3109,63,937,56,275
3110,61,926,51,268
3111,60,911,45,265
3112,60,916,48,259
3113,57,914,50,259
3114,57,905,48,265
3115,54,909,50,260
3116,53,894,47,262
3117,55,881,50,257
3118,58,860,52,259
3119,59,858,50,258
3120,62,866,45,244
3121,59,875,47,247
3122,54,892,51,244
3123,53,880,45,245
3124,53,868,42,247
3125,48,862,42,240
3126,47,879,41,235
3127,48,867,41,241
3128,56,891,42,241
3129,55,871,42,234
3130,57,866,44,231
3131,60,856,52,244
3132,56,845,50,246
3133,56,843,50,235
3134,57,850,47,235
3135,59,844,49,227
3136,60,845,50,227
3137,57,848,45,230
3138,55,849,41,229
3139,56,842,43,239
3140,58,852,44,230
3141,61,856,48,236
3142,61,858,46,231
3143,58,857,43,240
3144,59,861,43,235
3145,61,882,39,240
3146,64,880,39,241
3147,69,875,36,250
3148,61,885,37,245
3149,59,863,36,243
3150,67,849,34,255
3151,64,850,36,254
3152,61,844,38,245
3153,59,851,38,253
3154,66,842,40,240
3155,62,836,40,241
3156,62,830,38,239
3157,66,839,35,228
3158,66,840,42,234
3159,58,849,43,237
3160,53,843,48,235
3161,56,864,44,227
3162,54,856,46,227
3163,55,871,46,229
3164,54,858,48,222
3165,55,844,41,217
3166,54,816,40,218
3167,53,805,44,216
3168,53,819,46,217
3169,59,825,48,223
3170,61,828,47,222
3171,62,841,44,223
3172,70,836,48,217
3173,69,829,50,222
3174,64,820,50,222
3175,64,820,47,228
3176,67,826,44,221
3177,65,845,40,223
3178,68,859,35,231
3179,74,855,41,218
3180,73,852,38,218
3181,68,849,38,220
3182,62,859,39,215
3183,69,875,40,206
3184,72,859,35,194
3185,67,850,32,185
3186,73,850,31,181
3187,74,816,29,183
3188,76,819,31,188
3189,78,821,31,186
3190,70,835,29,182
3191,76,825,28,184
3192,75,847,30,183
3193,73,848,29,181
3194,70,836,28,174
3195,73,833,27,178
3196,72,853,31,180
3197,66,853,33,177
3198,69,848,35,177
3199,67,844,32,186
3200,67,839,40,183
3201,67,818,39,186
3202,67,822,38,192
3203,67,820,36,199
3204,71,828,38,197
3205,72,838,37,202
3206,70,871,39,197
3207,65,836,39,202
3208,60,844,43,213
3209,59,849,46,218
3210,55,855,53,226
3211,59,865,56,229
3212,58,857,56,224
3213,57,871,53,230
3214,57,874,55,241
3215,55,855,48,233
3216,52,873,45,226
3217,50,870,44,219
3218,51,855,50,214
3219,51,850,53,211
3220,46,856,50,225
3221,41,862,49,225
3222,39,880,49,222
3223,36,892,50,224
3224,39,909,48,224
3225,39,897,48,225
3226,41,917,46,220
3227,39,917,52,221
3228,43,905,51,222
3229,44,927,50,230
3230,47,927,52,227
3231,53,932,56,223
3232,51,905,59,222
3233,55,910,64,221
3234,48,884,63,224
3235,45,882,65,217
3236,48,899,65,210
3237,47,911,61,209
3238,51,907,61,201
3239,54,902,67,209
3240,62,898,65,210
3241,57,873,68,222
3242,53,863,67,219
3243,50,858,61,217
3244,55,875,61,220
3245,56,902,55,214
3246,58,897,59,205
3247,58,904,57,213
3248,55,905,56,204
3249,53,895,54,205
3250,54,874,51,220
3251,54,870,49,218
3252,59,885,45,229
3253,57,897,52,229
3254,59,896,54,219
3255,56,904,53,212
3256,61,918,50,222
3257,65,932,48,220
3258,64,917,47,216
3259,68,915,46,202
3260,69,915,51,208
3261,71,921,46,211
3262,73,937,45,200
3263,74,952,47,210
3264,71,938,48,220
3265,72,940,52,222
3266,75,933,49,221
3267,78,925,51,206
3268,77,907,45,198
3269,79,889,51,203
3270,81,894,54,208
3271,78,893,56,208
3272,76,900,57,203
3273,67,900,63,201
3274,63,886,63,193
3275,62,893,66,190
3276,63,902,70,181
3277,65,928,64,177
3278,63,936,61,180
3279,65,929,66,176
3280,64,937,71,170
3281,62,915,75,167
3282,61,900,80,160
3283,59,916,80,173
3284,64,929,76,181
3285,63,916,80,180
3286,57,911,80,178
3287,61,932,86,180
3288,57,939,83,184
3289,67,951,88,188
3290,63,943,81,184
3291,59,919,79,177
3292,57,938,79,174
3293,57,929,81,176
3294,56,912,76,184
3295,57,915,73,185
3296,60,917,65,181
3297,61,915,67,182
3298,64,925,66,182
3299,65,927,62,186
3300,65,928,61,183
3301,66,925,63,173
3302,68,939,58,162
3303,59,950,57,165
3304,60,939,62,154
3305,60,936,59,144
3306,63,943,58,150
3307,64,955,57,153
3308,65,954,57,156
3309,60,948,57,142
3310,60,930,57,151
3311,63,933,56,158
3312,69,944,56,158
3313,72,933,58,159
3314,71,932,59,158
3315,72,928,58,159
3316,75,922,54,161
3317,71,914,58,155
3318,62,930,59,151
3319,66,911,54,148
3320,63,929,46,150
3321,61,929,47,148
3322,61,926,43,154
3323,58,916,44,146
3324,54,889,41,144
3325,56,895,40,145
3326,54,898,35,154
3327,55,889,36,151
3328,54,881,33,150
3329,54,894,36,164
3330,51,885,35,157
3331,58,893,35,149
3332,56,887,34,150
3333,55,891,32,151
3334,57,915,32,142
3335,59,918,34,142
3336,53,931,36,146
3337,55,930,37,142
3338,62,926,37,139
3339,66,923,41,134
3340,63,930,39,139
3341,66,931,40,138
3342,62,930,41,152
3343,56,926,38,142
3344,61,928,39,144
3345,63,922,41,139
3346,70,907,44,140
3347,73,905,44,143
3348,78,912,39,137
3349,84,924,39,137
3350,83,915,41,145
3351,87,922,42,141
3352,87,941,45,138
3353,91,939,42,140
3354,92,963,43,137
3355,92,957,41,139
3356,91,957,39,136
3357,92,975,39,136
3358,95,962,42,139
3359,89,970,46,142
3360,91,968,45,145
3361,94,996,45,139
3362,93,998,44,150
3363,98,981,47,144
3364,103,961,45,144
3365,95,952,43,145
3366,96,959,45,143
3367,94,957,47,147
3368,94,930,49,148
3369,91,937,48,152
3370,91,925,46,152
3371,92,926,46,153
3372,83,949,48,154
3373,84,932,43,156
3374,87,939,41,159
3375,79,961,38,159
3376,87,942,42,148
3377,88,948,40,145
3378,91,931,40,151
3379,89,927,40,152
3380,82,924,38,155
3381,87,928,37,147
3382,86,921,33,149
3383,86,920,30,144
3384,80,924,31,142
3385,83,932,28,149
3386,85,936,27,147
3387,90,960,26,142
3388,89,966,23,147
3389,88,959,24,144
3390,89,965,24,144
3391,80,975,26,139
3392,74,991,27,143
3393,73,969,29,144
3394,72,970,36,144
3395,74,961,37,132
3396,72,983,38,130
3397,73,1003,36,131
3398,66,996,40,127
3399,67,1008,42,127
3400,68,1003,43,129
3401,68,991,40,126
3402,68,987,42,127
3403,74,1001,42,127
3404,77,986,45,127
3405,81,990,46,117
3406,77,964,42,119
3407,75,974,45,114
3408,74,969,51,114
3409,73,975,52,116
3410,76,978,56,116
3411,77,980,52,111
3412,79,983,47,112
3413,77,1001,49,115
3414,75,983,44,120
3415,73,965,46,123
3416,71,993,52,120
3417,80,978,50,117
3418,78,978,51,124
3419,84,988,54,127
3420,83,999,56,116
3421,82,1016,61,130
3422,83,1047,60,134
3423,83,1047,60,128
3424,87,1060,54,132
3425,87,1056,54,127
3426,91,1061,56,121
3427,93,1045,60,121
3428,85,1049,60,126
3429,78,1013,58,128
3430,81,1012,60,133
3431,76,1011,64,135
3432,82,1001,66,126
3433,73,995,66,117
3434,80,974,65,124
3435,79,981,64,126
3436,80,985,66,131
3437,83,970,70,138
3438,86,967,71,143
3439,86,973,68,142
3440,82,964,68,133
3441,81,968,72,125
3442,84,966,83,115
3443,81,979,77,110
3444,82,960,78,109
3445,82,965,75,109
3446,72,976,70,111
3447,68,968,69,112
3448,66,977,70,107
3449,64,976,65,109
3450,66,989,62,113
3451,62,970,57,105
3452,64,950,59,103
3453,65,951,54,106
3454,69,944,56,109
3455,74,947,52,104
3456,80,936,55,101
3457,78,929,60,101
3458,75,949,63,98
3459,86,956,67,100
3460,88,952,69,111
3461,91,938,62,114
3462,99,915,62,112
3463,103,890,61,112
3464,99,877,60,115
3465,96,881,62,122
3466,99,857,71,121
3467,103,836,69,127
3468,100,836,68,123
3469,100,827,68,129
3470,97,832,70,122
3471,97,851,69,118
3472,91,862,70,117
3473,92,865,78,115
3474,90,858,74,117
3475,89,842,66,124
3476,82,837,65,114
3477,85,828,65,116
3478,89,841,60,122
3479,96,828,58,116
3480,102,839,61,115
3481,105,861,61,120
3482,105,860,59,118
3483,109,850,59,114
3484,112,842,54,107
3485,112,874,51,107
3486,110,849,48,115
3487,107,840,45,113
3488,115,847,46,107
3489,113,838,49,111
3490,111,852,54,113
3491,111,858,49,116
3492,109,867,48,115
3493,105,885,48,120
3494,108,872,44,121
3495,116,846,43,113
3496,119,851,44,120
3497,115,844,45,120
3498,120,835,47,121
3499,121,818,52,116
3500,124,843,51,114
3501,122,864,41,118
3502,118,874,38,118
3503,120,862,41,117
3504,122,864,39,120
3505,120,853,37,120
3506,122,843,41,120
3507,121,834,42,122
3508,119,814,47,125
3509,119,815,51,118
3510,114,802,53,121
3511,118,802,51,117
3512,119,814,55,118
3513,126,806,61,118
3514,122,813,61,118
3515,110,810,60,117
3516,111,834,60,118
3517,111,837,58,122
3518,114,859,60,114
3519,120,881,61,116
3520,108,905,65,109
3521,100,895,67,111
3522,104,895,68,108
3523,106,895,70,116
3524,107,887,72,118
3525,103,881,74,127
3526,106,875,80,125
3527,110,875,79,130
3528,116,881,78,134
3529,114,872,82,133
3530,106,898,76,130
3531,104,872,78,126
3532,97,880,75,133
3533,93,882,77,141
3534,89,898,76,139
3535,92,897,74,138
3536,96,904,69,143
3537,99,887,67,146
3538,95,890,72,155
3539,98,896,66,172
3540,100,892,69,169
3541,104,888,70,164
3542,104,893,67,169
3543,108,883,69,175
3544,99,874,66,169
3545,99,875,69,161
3546,100,860,67,158
3547,108,859,66,159
3548,114,868,59,167
3549,111,842,57,164
3550,105,844,59,158
3551,110,840,61,158
3552,118,845,68,149
3553,116,851,59,148
3554,119,864,58,146
3555,115,873,58,143
3556,120,879,56,140
3557,110,895,56,141
3558,113,895,56,140
3559,111,870,59,141
3560,110,873,53,141
3561,104,877,53,146
3562,105,871,52,146
3563,109,850,54,151
3564,101,868,56,166
3565,107,867,56,155
3566,119,874,55,164
3567,125,881,53,164
3568,122,892,52,167
3569,126,880,54,176
3570,127,842,56,169
3571,130,840,51,176
3572,133,830,55,173
3573,134,840,53,168
3574,133,843,51,176
3575,138,838,42,172
3576,140,859,40,170
3577,131,861,35,162
3578,131,843,34,164
3579,138,849,34,167
3580,137,823,37,166
3581,142,831,43,154
3582,142,852,39,155
3583,145,850,44,155
3584,146,869,46,150
3585,139,869,54,146
3586,140,869,51,147
3587,137,878,46,147
3588,137,889,47,148
3589,133,879,45,149
3590,128,882,39,146
3591,130,880,37,144
3592,130,865,40,143
3593,139,842,42,134
3594,135,857,46,131
3595,135,848,43,128
3596,131,846,43,129
3597,127,862,43,126
3598,124,861,43,119
3599,126,889,38,127
3600,116,892,37,121
3601,115,903,36,122
3602,116,903,35,118
3603,109,910,37,125
3604,108,911,38,121
3605,105,890,36,120
3606,109,877,34,110
3607,113,885,33,109
3608,112,894,34,111
3609,109,870,35,108
3610,110,879,37,103
3611,117,867,39,106
3612,118,884,39,101
3613,122,889,39,101
3614,132,907,36,95
3615,131,923,34,92
3616,125,929,33,84
3617,124,918,33,80
3618,126,902,32,83
3619,134,911,33,80
3620,130,935,34,85
3621,131,912,39,80
3622,130,921,41,77
3623,124,908,46,73
3624,127,901,46,76
3625,130,910,43,77
3626,137,915,40,77
3627,145,894,40,76
3628,137,896,41,83
3629,147,918,39,87
3630,146,904,46,91
3631,155,902,46,93
3632,149,895,51,87
3633,140,920,57,88
3634,144,931,55,87
3635,149,927,58,87
3636,142,941,53,89
3637,151,924,51,83
3638,144,932,53,87
3639,147,961,49,82
3640,143,948,55,83
3641,137,937,58,85
3642,140,947,60,81
3643,134,927,61,74
3644,143,945,59,80
3645,138,936,56,79
3646,135,934,51,79
3647,126,955,51,82
3648,123,960,52,85
3649,114,972,51,89
3650,113,952,46,91
3651,122,937,44,95
3652,119,920,42,84
3653,130,929,47,86
3654,130,930,47,81
3655,121,927,52,82
3656,121,957,52,80
3657,127,957,49,89
3658,125,959,50,93
3659,130,953,46,94
3660,126,941,45,94
3661,117,946,47,97
3662,121,934,45,95
3663,121,928,44,93
3664,127,929,44,94
3665,139,952,44,97
3666,139,935,45,99
3667,138,927,46,100
3668,129,928,50,108
3669,137,936,43,108
3670,142,917,45,109
3671,141,938,43,110
3672,138,946,43,114
3673,140,955,45,107
3674,145,958,40,105
3675,148,958,40,114
3676,148,964,40,115
3677,144,943,41,115
3678,151,959,43,118
3679,153,968,40,118
3680,157,942,39,120
3681,155,966,37,119
3682,166,941,38,118
3683,155,950,38,120
3684,154,970,37,122
3685,154,956,41,120
3686,164,952,42,126
3687,166,966,43,121
3688,161,980,46,121
3689,162,952,41,119
3690,163,947,42,113
3691,157,952,43,106
3692,148,953,41,111
3693,149,938,41,112
3694,148,929,39,114
3695,147,913,45,106
3696,153,925,47,108
3697,148,923,48,113
3698,151,932,50,111
3699,142,904,52,105
3700,141,914,50,111
3701,146,909,49,113
3702,143,895,51,119
3703,143,896,53,117
3704,148,902,53,116
3705,158,897,53,119
3706,156,880,57,118
3707,153,893,50,120
3708,160,907,49,116
3709,165,914,48,114
3710,158,929,52,116
3711,154,922,55,119
3712,153,918,54,118
3713,149,892,56,114
3714,140,879,52,113
3715,133,890,52,109
3716,136,898,56,106
3717,144,897,54,100
3718,146,920,49,100
3719,150,920,53,102
3720,148,911,52,105
3721,139,894,56,112
3722,150,899,57,107
3723,148,879,56,103
3724,148,877,55,106
3725,149,880,56,111
3726,138,877,58,108
3727,140,876,59,106
3728,133,881,59,101
3729,128,907,60,104
3730,120,905,61,103
3731,128,888,66,100
3732,128,898,63,104
3733,128,910,65,108
3734,127,898,68,107
3735,128,902,71,108
3736,127,891,68,106
3737,130,889,61,104
3738,126,893,63,108
3739,121,884,68,108
3740,123,891,65,109
3741,126,878,68,109
3742,127,893,70,112
3743,132,891,63,113
3744,136,902,67,116
3745,135,903,69,117
3746,128,904,70,118
3747,127,919,70,109
3748,137,921,72,104
3749,134,931,69,108
3750,137,940,69,110
3751,132,924,67,114
3752,144,922,69,110
3753,150,918,70,112
3754,142,911,66,116
3755,139,912,67,113
3756,132,903,67,122
3757,121,913,71,128
3758,121,892,67,121
3759,123,895,66,117
3760,128,876,67,121
3761,122,854,77,124
3762,119,867,72,128
3763,117,869,71,126
3764,125,885,67,129
3765,122,896,70,126
3766,122,901,68,115
3767,120,907,70,120
3768,120,908,69,120
3769,119,901,64,126
3770,123,929,64,121
3771,128,939,63,113
3772,139,942,63,114
3773,134,938,57,113
3774,144,929,62,119
3775,144,924,62,125
3776,144,921,64,126
3777,152,902,65,122
3778,144,885,65,127
3779,135,890,63,128
3780,134,899,64,134
3781,133,862,60,130
3782,133,856,66,131
3783,126,852,62,138
3784,123,871,63,141
3785,124,860,65,145
3786,126,862,61,138
3787,126,861,60,137
3788,137,869,55,140
3789,137,885,58,140
3790,148,888,63,140
3791,136,894,59,145
3792,144,869,59,152
3793,138,867,61,154
3794,135,878,62,155
3795,137,880,56,158
3796,136,890,53,155
3797,122,868,51,159
3798,121,855,50,155
3799,116,845,53,158
3800,111,841,53,153
3801,110,824,54,163
3802,103,815,53,159
3803,106,826,58,153
3804,102,826,57,144
3805,111,834,60,144
3806,106,844,63,142
3807,111,827,58,143
3808,105,818,54,137
3809,105,809,54,138
3810,103,803,47,147
3811,101,802,47,148
3812,93,803,46,144
3813,97,815,54,140
3814,97,826,54,131
3815,100,815,56,129
3816,101,831,58,128
3817,101,844,57,135
3818,102,837,54,129
3819,96,837,55,131
3820,92,838,52,139
3821,86,852,56,135
3822,90,842,53,130
3823,89,845,53,127
3824,94,841,50,132
3825,97,860,53,136
3826,94,873,51,134
3827,98,878,54,130
3828,103,882,61,128
3829,104,880,64,118
3830,107,863,57,127
3831,109,859,51,120
3832,107,877,52,123
3833,103,887,53,123
3834,109,894,56,119
3835,115,873,55,130
3836,116,895,57,131
3837,108,866,61,126
3838,112,878,63,127
3839,106,872,59,124
3840,108,871,61,124
3841,102,879,61,114
3842,100,872,59,119
3843,104,900,61,120
3844,109,885,64,126
3845,111,876,64,123
3846,107,879,61,123
3847,106,912,66,119
3848,106,921,66,117
3849,111,912,63,121
3850,126,935,64,116
3851,129,919,59,112
3852,118,933,56,108
3853,115,946,53,109
3854,117,965,47,109
3855,113,943,44,120
3856,118,925,45,122
3857,116,946,44,122
3858,117,939,42,121
3859,124,942,45,127
3860,131,944,41,133
3861,133,957,38,129
3862,138,958,38,134
3863,137,966,40,134
3864,138,969,41,142
3865,134,968,41,142
3866,134,984,39,147
3867,131,998,38,134
3868,132,1014,36,124
3869,131,1004,37,122
3870,134,1003,37,132
3871,135,994,34,130
3872,130,997,37,140
3873,126,991,34,137
3874,130,981,39,133
3875,134,980,43,129
3876,133,983,42,134
3877,125,986,39,126
3878,118,971,38,122
3879,120,985,37,119
3880,123,977,39,119
3881,125,989,39,119
3882,128,972,34,124
3883,134,993,33,121
3884,141,1000,32,114
3885,149,985,36,112
3886,143,977,32,110
3887,147,998,31,106
3888,151,1009,35,112
3889,151,1006,31,110
3890,145,1013,31,113
3891,154,1001,36,106
3892,159,995,34,99
3893,156,992,33,97
3894,166,998,29,101
